chembl_id,drug_name,class,therapeutic_uses,adverse_effects,binding_sites,target_names,target_types,mechanism_of_action,lipophilicity,synonyms
CHEMBL657,DIPHENHYDRAMINE,Not available,neoplasm of mature B-cells; lymphoma; neoplasm; renal cell carcinoma; multiple myeloma; cocaine dependence; kidney disease; pain; aphthous ulcer; chronic hepatitis B virus infection; restless legs syndrome; acute graft vs. host disease; anxiety; urticaria; lupus nephritis; non-Hodgkins lymphoma; fibrosis; mast-cell leukemia; Dementia; Pruritus; Cough; inflammation; Glycogen storage disease due to acid maltase deficiency; acute lymphoblastic leukemia; atopic eczema; diffuse large B-cell lymphoma; rhinitis; stomatitis; Crohn's disease; immune system disease; non-small cell lung carcinoma; T-cell leukemia; oral mucositis; gastric cancer; major depressive disorder; prostate cancer; lung cancer; endometrial cancer; T-lymphoblastic lymphoma; Alpha-1-antitrypsin deficiency; autoimmune thrombocytopenic purpura; depressive disorder; acute myeloid leukemia; breast carcinoma in situ; IgG4-related disease; myelodysplastic syndrome; autism; primary progressive multiple sclerosis; hyperuricemia; schizophrenia; allergic disease; migraine disorder; alcohol dependence; cancer; systemic lupus erythematosus,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL658,SUFENTANIL,Not available,pain; injury; pregnancy; pulpitis; delirium; Back pain; Chronic pain,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL659,GALANTAMINE,Not available,Fish-eye disease; obesity; nicotine dependence; memory impairment; subarachnoid hemorrhage; cocaine dependence; HIV infection; autism; vascular dementia; anxiety; orthostatic hypotension; schizoaffective disorder; Lewy body dementia; Dementia; depressive disorder; Alzheimer disease; schizophrenia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL660,AMANTADINE,Not available,infection; cocaine dependence; hepatitis C virus infection; attention deficit hyperactivity disorder; chronic hepatitis C virus infection; mood disorder; schizoaffective disorder; pain; influenza; cerebral infarction; brain injury; COVID-19; stroke; schizophrenia; type 2 diabetes mellitus; Parkinson disease; multiple sclerosis,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL661,ALPRAZOLAM,Not available,panic disorder; anxiety; post-traumatic stress disorder; anxiety disorder; epilepsy; drug dependence; social anxiety disorder; Dementia; depressive disorder; anxiety disorder; generalized anxiety disorder; Seizure; asthma; schizophrenia; type 1 diabetes mellitus; migraine disorder; dental phobia,misuse (),Benzodiazepine site,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,GABA-A receptor; anion channel positive allosteric modulator,Not available,Not available
CHEMBL21731,MAPROTILINE,Not available,unipolar depression; anxiety; Dementia; glioblastoma multiforme; depressive disorder; brain neoplasm; schizophrenia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL666,FOSCARNET,Not available,infection; Cytomegalovirus Retinitis; cytomegalovirus infection; viral disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL667,ACETYLCHOLINE,Not available,ischemia; HIV infection; anemia (phenotype); inflammation; coronary artery disease; type 2 diabetes mellitus; sickle cell anemia; preeclampsia; glaucoma,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL137,METRONIDAZOLE,Not available,bacterial vaginosis; infection; Crohn's disease; periodontitis; rosacea; sclerosing cholangitis; chronic lymphocytic leukemia; ulcerative colitis; HIV infection; cervical carcinoma; abscess; non-small cell lung carcinoma; osteomyelitis; colorectal neoplasm; non-Hodgkins lymphoma; appendicitis; Trichomonas vaginitis; rectum cancer; commensal Clostridium infectious disease; Helicobacter pylori infectious disease; Pelvic Inflammatory Disease; Periapical Periodontitis; duodenal ulcer; pneumonia; skin disease; bacterial disease; oral lichen planus; malnutrition; clostridium difficile infection; vaginal discharge; fecal incontinence; blepharitis; colorectal adenocarcinoma; infection; multidrug-resistant tuberculosis; central serous retinopathy; Encephalopathy; Pilonidal sinus; fungal infectious disease; vaginitis; gingivitis; hemorrhoid; pseudomembranous enterocolitis; Diarrhea; Sepsis; candidiasis; trichomoniasis; endocervicitis; giardiasis; pancreatic carcinoma; pouchitis; pain; amebiasis; hidradenitis suppurativa; colorectal carcinoma,carcinogenicity (),Not available,DNA,NUCLEIC-ACID,DNA inhibitor,Not available,Not available
CHEMBL668,PROTRIPTYLINE,Not available,unipolar depression,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL669,CYCLOBENZAPRINE,Not available,cirrhosis of liver; pain; post-traumatic stress disorder; fibromyalgia; depressive disorder,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL671,THIOTEPA,Not available,osteosarcoma; myelodysplastic syndrome; acute lymphoblastic leukemia; acute myeloid leukemia; breast carcinoma; central nervous system cancer; chronic myelogenous leukemia; Crohn's disease; diffuse large B-cell lymphoma; leukemia; lymphoma; neoplasm; neuroblastoma; sarcoma; multiple myeloma; lymphoid neoplasm; medulloblastoma; brain neoplasm; anemia (phenotype); primitive neuroectodermal tumor; male breast carcinoma; inflammatory breast carcinoma; soft tissue sarcoma; myeloproliferative disorder; hematologic disease; ganglioneuroblastoma; chronic myeloproliferative disorder; Central Nervous System Neoplasm; peritoneum cancer; fallopian tube cancer; kidney cancer; liver cancer; childhood germ cell tumor; breast cancer; ovarian cancer; graft versus host disease; neuroepithelial neoplasm; myelofibrosis; Hodgkins lymphoma; adenocarcinoma; carcinoma; retinoblastoma; chordoma; Wiskott-Aldrich syndrome; sickle cell anemia; severe combined immunodeficiency; immune system disease; cancer; Hematopoietic Stem Cell Transplantation,hematological toxicity (); carcinogenicity (),Not available,DNA,NUCLEIC-ACID,DNA inhibitor,Not available,Not available
CHEMBL672,FENOFIBRATE,Not available,cardiovascular disease; metabolic syndrome; Disorder of lipid metabolism; HIV-1 infection; multiple myeloma; sclerosing cholangitis; Hypercholesterolemia; Abnormal circulating lipid concentration; Hypertriglyceridemia; metabolic disease; obesity; diabetic retinopathy; primary biliary cirrhosis; Combined hyperlipidemia; burn; non-alcoholic steatohepatitis; hypertension; atherosclerosis; lipodystrophy; hyperlipoproteinemia; coronary artery disease; diabetes mellitus; diabetic nephropathy; hypothyroidism; type 2 diabetes mellitus; alcohol dependence; Huntington disease; hyperlipoproteinemia type 3; hyperlipidemia; inflammatory bowel disease,Not available,Not available,Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,Peroxisome proliferator-activated receptor alpha agonist,Not available,Not available
CHEMBL673,PARGYLINE,Not available,hypertension,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL25105,HEXAMIDINE,Not available,Nasal congestion; eye infection,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL675,ALENDRONATE SODIUM,Not available,osteoporosis; postmenopausal osteoporosis; osteitis deformans; vitamin D deficiency; breast cancer; metabolic disease; osteoporosis,Not available,Not available,Farnesyl diphosphate synthase,SINGLE PROTEIN,Farnesyl diphosphate synthase inhibitor,Not available,Not available
CHEMBL677,LEVONORDEFRIN,Not available,Not available,Not available,Not available,Adrenergic receptor alpha-2,PROTEIN FAMILY,Adrenergic receptor alpha-2 agonist,Not available,Not available
CHEMBL679,EPINEPHRINE,Not available,"Nasal congestion; sudden cardiac arrest; Bronchiolitis; Airway obstruction; hemorrhage; cardiovascular disease; seasonal allergic rhinitis; urticaria; sudden cardiac arrest; angioedema; sinusitis; diabetes mellitus; infection; injury; heart failure; pain; hypospadias; ventricular fibrillation; acute lung injury; ventricular tachycardia; septic shock; pulpitis; rotator cuff tear; ""Rhinitis, Allergic, Perennial""; Cognitive impairment; allergic rhinitis; non-small cell lung carcinoma; cardiac arrest; Gastrointestinal hemorrhage; ""osteoarthritis, knee""; Hemoptysis; Shock; gastric cancer; benign muscle neoplasm; breast cancer; skin neoplasm; appendicitis; parathyroid adenoma; depressive disorder; muscle cramp; type III hypersensitivity reaction disease; Mydriasis; hypotension; male reproductive organ cancer; musculoskeletal system disease; tachypnea; Chronic pain; asthma; asthma; allergic disease; anaphylaxis; epistaxis; glaucoma",Not available,Not available,Adrenergic receptor,PROTEIN FAMILY,Adrenergic receptor agonist,Not available,Not available
CHEMBL680,CEFACLOR ANHYDROUS,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL681,ETOMIDATE,Not available,hypertension; stroke; respiratory failure,Not available,Likely allosteric but unclear whether benzodiazepine or barbiturate site involved,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,GABA-A receptor; anion channel positive modulator,Not available,Not available
CHEMBL682,AMODIAQUINE,Not available,malaria; Plasmodium falciparum malaria; Plasmodium vivax malaria; pregnancy; Fever; COVID-19,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL684,DIETHYLCARBAMAZINE,Not available,infection; filarial elephantiasis; loiasis; Helminthiasis,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL685,MEBENDAZOLE,Not available,anemia (phenotype); necatoriasis; Helminthiasis; hookworm infectious disease; colorectal carcinoma; Pruritus; malignant glioma,Not available,Binds to beta tubulin,Tubulin,PROTEIN COMPLEX GROUP,Tubulin inhibitor,Not available,Not available
CHEMBL23588,FLUFENAMIC ACID,Not available,rheumatic disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL139,DICLOFENAC,Not available,"eye inflammation; ""osteoarthritis, knee""; ankylosing spondylitis; basal cell carcinoma; rheumatoid arthritis; Arthralgia; Myalgia; pulmonary embolism; rheumatic disease; infertility; ""osteoarthritis, hip""; carcinoma; neoplasm; mastodynia; renal colic; aging; pain; periodontitis; gastric ulcer; sprain; actinic keratosis; toothache; depressive disorder; keratosis; Dysmenorrhea; inflammation; injury; cataract; osteoarthritis; migraine disorder; bone fracture; bile duct disorder",neurotoxicity (); gastrointestinal toxicity (); cardiotoxicity (),Not available,Cyclooxygenase,PROTEIN FAMILY,Cyclooxygenase inhibitor,Not available,Not available
CHEMBL686,MEFENAMIC ACID,Not available,rheumatic disease; hemorrhage; diabetes mellitus; pain; Dysmenorrhea,neurotoxicity (); gastrointestinal toxicity (); cardiotoxicity (),Not available,Cyclooxygenase,PROTEIN FAMILY,Cyclooxygenase inhibitor,Not available,Not available
CHEMBL688,FENTANYL CITRATE,Not available,pain; neuropathic pain; pulpitis; Dyspnea; Chronic pain; interstitial lung disease; shortness of breath; Low back pain; injury; pain; pain; cancer pain; cancer; migraine disorder,respiratory toxicity (); misuse (),Not available,Mu opioid receptor,SINGLE PROTEIN,Mu opioid receptor agonist,Not available,Not available
CHEMBL278398,PHENINDAMINE,Not available,allergic disease,Not available,Not available,Histamine H1 receptor,SINGLE PROTEIN,Histamine H1 receptor antagonist,Not available,Not available
CHEMBL689,MANNITOL,Not available,"injury; stroke; Bronchiectasis; hypotension; chronic obstructive pulmonary disease; pain; glioblastoma multiforme; malaria; opioid dependence; septic shock; diabetic neuropathy; intracranial hypertension; ciguatera poisoning; brain edema; chronic myelogenous leukemia; wheezing; pulpitis; anaplastic oligodendroglioma; congenital heart disease; Central Nervous System Neoplasm; Constipation; brain cancer; kidney cancer; brain injury; obstructive sleep apnea; fetal hypoxia; coronary artery disease; acute kidney failure; postherpetic neuralgia; COVID-19; hearing loss; asthma; cystic fibrosis; ""osteoarthritis, knee""",Not available,Not available,Not available,Not available,Unknown,Not available,Not available
CHEMBL24072,PRENYLAMINE,Not available,cardiovascular disease,cardiotoxicity (),Not available,Sodium channel protein type V alpha subunit; Calmodulin,SINGLE PROTEIN,Sodium channel protein type V alpha subunit blocker; Calmodulin inhibitor,Not available,Not available
CHEMBL24171,BERGAPTEN,Not available,atopic eczema; psoriasis,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL691,ETHINYL ESTRADIOL,Not available,neoplasm; chronic lymphocytic leukemia; polycystic ovary syndrome; HIV infection; pregnancy; hepatitis C virus infection; osteoporosis; acne; chronic hepatitis C virus infection; hidradenitis suppurativa; Osteopenia; female infertility; Dysmenorrhea; Metrorrhagia; chronic hepatitis B virus infection; bulimia nervosa; binge eating; amenorrhea; breast cancer; endometrial cancer; depressive disorder; premenstrual tension; HIV-1 infection; hyperandrogenism; non-alcoholic steatohepatitis; type 2 diabetes mellitus; migraine disorder; cystic fibrosis; neural tube defect; Turner syndrome; cancer; anorexia nervosa,Not available,Not available,Estrogen receptor alpha,SINGLE PROTEIN,Estrogen receptor alpha agonist,Not available,Not available
CHEMBL284348,DALFAMPRIDINE,Not available,obstructive sleep apnea; Proximal spinal muscular atrophy type 3; cerebral palsy; stroke; motor neuron disease; relapsing-remitting multiple sclerosis; Guillain-Barre syndrome; Spinal cord injury; secondary progressive multiple sclerosis; optic neuritis; Renal insufficiency; Spasticity; nervous system injury; Ischemic stroke; prostate disease; multiple sclerosis; short-term memory,Not available,Not available,Voltage-gated potassium channel,PROTEIN FAMILY,Voltage-gated potassium channel blocker,Not available,Not available
CHEMBL692,GLYCERIN,Not available,Constipation; HIV infection; Otitis media; allergic conjunctivitis; sarcoma; peanut allergic reaction; bacterial meningitis; dry eye syndrome; Abnormality of refraction; acute pancreatitis; decubitus ulcer; hemorrhoid; varicose ulcer; constipation disorder; atopic eczema; allergic disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
